104/06/09,12.65,5.53,1.12
104/06/10,12.49,5.60,1.10
104/06/11,12.25,5.71,1.08
104/06/12,12.21,5.72,1.08
104/06/15,12.21,5.72,1.08
104/06/16,12.21,5.72,1.08
104/06/17,12.21,5.72,1.08
104/06/18,12.42,5.63,1.10
104/06/22,12.25,5.71,1.08
104/06/23,12.42,5.63,1.10
104/06/24,12.44,5.62,1.10
104/06/25,12.49,5.60,1.10
104/06/26,12.63,5.53,1.12
104/06/29,12.23,5.71,1.08
104/06/30,12.53,5.58,1.11
104/07/01,12.35,5.66,1.09
104/07/02,12.46,5.61,1.10
104/07/03,12.46,5.61,1.10
104/07/06,12.37,5.65,1.09
104/07/07,12.54,5.57,1.11
104/07/08,12.21,5.72,1.08
104/07/09,12.20,5.73,1.08
104/07/13,12.08,5.79,1.07
104/07/14,12.30,5.68,1.09
104/07/15,12.44,5.62,1.10
104/07/16,12.46,5.61,1.10
104/07/17,12.53,5.58,1.11
104/07/20,12.23,5.71,1.08
104/07/21,12.94,5.40,1.14
104/07/22,12.63,5.53,1.12
104/07/23,12.70,5.50,1.12
104/07/24,12.32,5.67,1.09
104/07/27,12.13,5.76,1.07
104/07/28,12.02,5.81,1.06
104/07/29,12.01,5.82,1.06
104/07/30,12.13,5.76,1.07
104/07/31,12.01,5.82,1.06
104/08/03,11.96,5.85,1.06
104/08/04,12.01,5.82,1.06
104/08/05,12.04,5.80,1.07
104/08/06,11.78,5.93,1.04
104/08/07,11.47,6.09,1.01
104/08/10,10.90,6.41,0.96
104/08/11,11.07,6.31,0.98
104/08/12,11.14,6.27,0.99
104/08/13,11.04,6.33,1.03
104/08/14,12.30,6.24,1.04
104/08/17,12.11,6.34,1.03
104/08/18,12.11,6.34,1.03
104/08/19,11.69,6.57,0.99
104/08/20,11.52,6.67,0.98
104/08/21,10.99,6.99,0.93
104/08/24,10.65,7.21,0.90
104/08/25,10.84,7.09,0.92
104/08/26,10.74,7.15,0.91
104/08/27,11.03,6.97,0.94
104/08/28,11.60,6.62,0.98
104/08/31,11.33,6.78,0.96
104/09/01,11.41,6.73,0.97
104/09/02,11.33,6.78,0.96
104/09/03,11.41,6.73,0.97
104/09/04,11.41,6.73,0.97
104/09/07,11.48,6.69,0.98
104/09/08,11.43,6.72,0.97
104/09/09,11.79,6.52,1.00
104/09/10,12.02,6.39,1.02
104/09/11,12.17,6.31,1.03
104/09/14,12.38,6.21,1.05
104/09/15,12.34,6.22,1.05
104/09/16,12.53,6.13,1.06
104/09/17,12.79,6.00,1.09
104/09/18,12.72,6.04,1.08
104/09/21,12.21,6.29,1.04
104/09/22,12.40,6.20,1.05
104/09/23,11.94,6.43,1.01
104/09/24,11.69,6.57,0.99
104/09/25,11.65,6.59,0.99
104/09/30,11.48,6.69,0.98
104/10/01,11.63,6.60,0.99
104/10/02,11.73,6.55,1.00
104/10/05,11.65,6.59,0.99
104/10/06,12.13,6.33,1.03
104/10/07,12.21,6.29,1.04
104/10/08,12.15,6.32,1.03
104/10/12,12.47,6.16,1.06
104/10/13,12.81,5.99,1.09
104/10/14,12.47,6.16,1.06
104/10/15,12.66,6.07,1.08
104/10/16,12.57,6.11,1.07
104/10/19,12.78,6.01,1.08
104/10/20,12.79,6.00,1.09
104/10/21,12.51,6.14,1.06
104/10/22,12.72,6.04,1.08
104/10/23,12.89,5.96,1.09
104/10/26,13.16,5.84,1.12
104/10/27,13.16,5.84,1.12
104/10/28,13.21,5.81,1.12
104/10/29,13.17,5.83,1.12
104/10/30,12.85,5.98,1.09
104/11/02,12.89,5.96,1.09
104/11/03,13.29,5.78,1.13
104/11/04,13.38,5.74,1.14
104/11/05,13.16,5.84,1.12
104/11/06,12.74,6.03,1.08
104/11/09,12.72,6.04,1.08
104/11/10,12.51,6.14,1.06
104/11/11,12.26,6.26,1.04
104/11/12,12.28,6.25,1.04
104/11/13,12.43,6.08,1.02
104/11/16,12.25,6.18,1.01
104/11/17,12.43,6.08,1.02
104/11/18,12.45,6.08,1.02
104/11/19,12.58,6.01,1.04
104/11/20,12.58,6.01,1.04
104/11/23,13.16,5.75,1.08
104/11/24,13.11,5.77,1.08
104/11/25,13.15,5.75,1.08
104/11/26,13.30,5.69,1.09
104/11/27,13.26,5.71,1.09
104/11/30,12.55,6.03,1.03
104/12/01,12.90,5.86,1.06
104/12/02,12.70,5.96,1.04
104/12/03,12.81,5.91,1.05
104/12/04,12.66,5.98,1.04
104/12/07,12.85,5.89,1.06
104/12/08,12.49,6.06,1.03
104/12/09,12.36,6.12,1.02
104/12/10,12.23,6.19,1.01
104/12/11,12.06,6.27,0.99
104/12/14,11.97,6.32,0.98
104/12/15,11.87,6.37,0.98
104/12/16,12.21,6.20,1.00
104/12/17,12.13,6.23,1.00
104/12/18,12.23,6.19,1.01
104/12/21,12.13,6.23,1.00
104/12/22,12.30,6.15,1.01
104/12/23,12.19,6.21,1.00
104/12/24,12.13,6.23,1.00
104/12/25,12.17,6.22,1.00
104/12/28,12.23,6.19,1.01
104/12/29,12.08,6.26,0.99
104/12/30,11.87,6.37,0.98
104/12/31,11.93,6.34,0.98
